body_length,channels,fb_published,has_logo,name_length,org_facebook,org_twitter,show_map,user_age,user_type,Label,previous_payout0,has_header_0.0,has_header_1.0,has_header_nan,yahoo,is_fr,is_org,delivery_method_0.0,delivery_method_1.0,delivery_method_3.0,delivery_method_nan,ticket_cost,ticket_availability,ticket_quant_total
0,0,0,0,26,0.0,0.0,1,57,3,0,0,0,0,1,0,0,0,1,0,0,0,25.0,1.0,100.0
1797,0,0,1,42,0.0,0.0,1,13,1,1,1,0,0,1,0,0,0,1,0,0,0,99.0,1.0,20.0
1658,5,0,1,35,6.0,8.0,1,462,1,0,0,0,1,0,0,0,0,0,1,0,0,15.0,1.0,700.0
4464,0,0,0,33,0.0,0.0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,10.0,1.0,25.0
13885,5,0,1,55,12.0,13.0,1,427,3,0,0,0,0,1,0,0,0,0,1,0,0,12.5,1.0,292.5
951,6,0,1,50,26.0,15.0,1,59,3,0,0,1,0,0,0,0,0,0,1,0,0,0.0,1.0,137.5
7390,11,0,1,25,9.0,15.0,1,1602,4,0,0,1,0,0,0,0,1,0,1,0,0,8.46,1.0,10.0
9009,11,0,1,70,20.0,15.0,1,501,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0,1.0,17.333333333333332
0,0,0,0,13,0.0,0.0,1,4,4,1,1,0,0,1,0,0,0,1,0,0,0,30.0,1.0,30.0
23,8,0,1,17,0.0,0.0,1,0,3,1,1,0,0,1,0,0,0,1,0,0,0,500.0,1.0,100.0
388,13,0,1,13,0.0,0.0,1,0,3,1,1,0,0,1,0,0,0,0,1,0,0,1250.0,1.0,50.0
0,0,0,1,14,0.0,0.0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,30.0,1.0,50.0
934,0,0,1,12,0.0,0.0,1,686,3,1,0,1,0,0,0,0,0,0,0,0,1,5.0,1.0,80.0
1954,5,0,1,24,0.0,0.0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,20.0,1.0,50.0
0,0,0,0,67,76.0,14.0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,20.0,1.0,200.0
1536,5,0,1,28,0.0,0.0,0,369,3,0,0,1,0,0,0,0,0,1,0,0,0,21.66666666666667,1.0,133.33333333333334
143,11,0,1,61,0.0,0.0,1,743,3,0,0,1,0,0,0,0,1,0,1,0,0,25.0,1.0,200.0
1507,8,0,1,35,0.0,0.0,0,524,4,0,0,1,0,0,0,0,1,0,1,0,0,11.613333333333335,1.0,50.0
5141,8,0,1,32,0.0,0.0,1,202,3,0,0,1,0,0,0,0,1,0,1,0,0,44.135,1.0,20.0
3728,5,0,1,39,0.0,0.0,1,5,1,0,0,1,0,0,0,0,0,1,0,0,0,10.0,1.0,100.0
4810,0,0,1,51,0.0,0.0,0,559,3,0,0,0,1,0,0,0,0,0,1,0,0,55.71,1.0,60.0
1686,6,0,1,66,0.0,0.0,0,499,4,0,0,1,0,0,0,0,0,0,1,0,0,37.0,1.0,200.0
1556,8,0,1,34,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,10.825,1.0,40.0
2297,8,0,1,28,13.0,14.0,0,670,3,0,0,1,0,0,0,0,0,0,1,0,0,54.42666666666667,1.0,25.0
2575,8,0,1,40,17.0,15.0,1,284,3,0,0,1,0,0,0,0,0,0,1,0,0,6.1000000000000005,1.0,100.0
20954,8,0,1,96,7.0,16.0,1,430,1,0,0,1,0,0,0,0,0,1,0,0,0,2749.7,1.0,8.0
4244,6,0,1,32,15.0,0.0,1,686,4,0,0,1,0,0,0,0,0,1,0,0,0,51.26,1.0,133.33333333333334
16329,8,0,1,37,17.0,13.0,1,4,3,0,0,1,0,0,0,0,1,0,1,0,0,62.5,1.0,100.0
1519,8,0,1,39,0.0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,740.375,1.0,20.0
2824,13,0,0,36,0.0,0.0,1,4,1,1,1,1,0,0,0,0,0,1,0,0,0,75.0,1.0,30.0
638,12,0,0,35,0.0,0.0,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,9.0,1.0,100.0
6325,12,0,1,58,0.0,0.0,1,272,3,0,0,0,0,1,0,0,0,1,0,0,0,60.5,1.0,154.5
479,10,0,1,11,12.0,0.0,1,1477,3,0,0,1,0,0,0,0,1,0,1,0,0,22.5,1.0,20.0
11740,0,0,1,37,0.0,0.0,1,1044,3,0,0,0,0,1,0,0,0,0,1,0,0,76.3125,1.0,68.5
10058,8,0,1,27,0.0,0.0,1,267,3,0,0,1,0,0,0,0,0,0,1,0,0,55.0,1.0,100.0
10133,11,1,1,75,14.0,14.0,1,49,3,0,0,1,0,0,0,0,1,0,1,0,0,160.61,1.0,60.0
4076,0,0,0,44,0.0,0.0,1,18,3,1,0,0,1,0,0,0,0,0,1,0,0,102.74,1.0,100.0
1188,8,0,1,32,0.0,0.0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,41.54,1.0,5.0
171,5,0,1,34,0.0,0.0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,175.0,1.0,17.5
2411,6,0,1,37,29.0,14.0,1,22,1,0,0,1,0,0,0,0,0,1,0,0,0,6.666666666666668,1.0,2.0
15181,11,0,1,18,0.0,0.0,1,0,3,0,0,1,0,0,0,0,1,1,0,0,0,71.25,1.0,62.5
754,13,0,1,91,24.0,15.0,1,102,3,0,0,1,0,0,1,0,0,1,0,0,0,81.25,1.0,237.5
2052,4,0,1,40,0.0,0.0,1,361,3,0,0,0,1,0,0,0,0,0,1,0,0,8.75,1.0,99.0
1679,10,0,0,49,8.0,8.0,0,459,3,0,0,1,0,0,0,0,0,0,1,0,0,30.0,1.0,30.0
1344,11,1,1,103,0.0,0.0,1,51,4,0,0,1,0,0,0,0,0,0,1,0,0,3.4,1.0,882.0
3492,8,0,1,49,6.0,0.0,1,348,4,0,0,1,0,0,0,0,0,1,0,0,0,55.0,1.0,60.0
2291,11,0,1,42,0.0,0.0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,44.13,1.0,25.0
641,12,0,1,50,0.0,0.0,1,324,3,0,0,1,0,0,0,0,0,1,0,0,0,8.0,1.0,500.0
3296,5,0,1,75,20.0,7.0,1,386,3,0,0,0,1,0,0,0,1,1,0,0,0,38.888888888888886,1.3333333333333333,20.88888888888889
2278,4,1,1,42,0.0,0.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,32.0,1.0,200.0
983,8,1,1,55,0.0,0.0,1,490,3,0,0,1,0,0,0,0,0,1,0,0,0,45.0,1.0,15.0
0,0,0,1,0,-1.0,-1.0,1,1,2,1,1,1,0,0,1,0,0,1,0,0,0,-99.0,-99.0,-99.0
1702,11,0,1,40,21.0,15.0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,473.025,1.0,165.0
2539,11,0,1,62,0.0,0.0,1,227,4,0,0,1,0,0,0,0,1,0,1,0,0,41.53,1.0,35.0
928,13,0,1,34,17.0,12.0,1,92,3,0,0,1,0,0,0,0,0,1,0,0,0,9.975,1.0,69.0
2186,10,1,1,46,7.0,8.0,1,12,1,0,0,0,1,0,0,0,0,1,0,0,0,17.91,1.0,80.0
17499,5,0,1,88,0.0,0.0,1,315,4,0,0,1,0,0,0,0,0,0,1,0,0,40.0,1.0,80.0
0,6,0,0,22,0.0,0.0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0.0,1.0,20.0
0,5,0,0,20,0.0,0.0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0.0,1.0,20.0
0,5,0,0,26,0.0,0.0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0.0,1.0,30.0
4614,11,0,1,60,0.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,39.0,1.0,5000.0
952,11,1,1,45,15.0,0.0,1,131,1,0,0,0,1,0,0,0,0,1,0,0,0,6.0,1.0,2000.0
7654,10,0,1,37,0.0,0.0,1,996,3,0,0,0,1,0,0,0,0,0,1,0,0,89.64999999999998,1.0,3.5
3826,5,1,0,90,14.0,14.0,1,691,3,0,0,0,1,0,0,0,1,0,1,0,0,43.07125,1.0,381.25
1272,8,1,1,30,0.0,0.0,1,380,3,0,0,1,0,0,0,0,0,1,0,0,0,116.25,1.0,70.0
978,6,0,1,66,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,20.0,1.0,500.0
2450,8,0,1,42,0.0,0.0,1,75,3,0,0,0,0,1,0,0,0,1,0,0,0,69.88,1.0,50.0
3702,8,0,1,25,14.0,9.0,0,306,4,0,0,1,0,0,0,0,0,1,0,0,0,5.0,1.0,15.0
0,0,0,1,30,16.0,0.0,0,595,3,0,0,1,0,0,0,0,1,1,0,0,0,0.0,1.0,150.0
1588,8,0,1,25,0.0,0.0,1,76,3,0,0,0,0,1,0,0,0,0,1,0,0,112.5,1.0,20.0
5926,8,0,1,26,0.0,0.0,1,500,3,0,0,1,0,0,0,0,0,0,1,0,0,22.63,1.0,150.0
7979,8,0,1,42,0.0,0.0,1,212,3,0,0,1,0,0,0,0,0,1,0,0,0,44.4875,1.0,40.0
1630,8,0,1,34,0.0,0.0,1,56,3,0,0,1,0,0,0,0,0,1,0,0,0,20.0,1.0,150.0
1531,11,0,1,53,27.0,15.0,1,5,3,0,0,1,0,0,0,0,1,0,1,0,0,211.165,1.0,30.0
8199,11,0,0,37,0.0,0.0,1,279,4,0,0,0,0,1,0,0,0,1,0,0,0,34.0,1.0,124.8
861,0,0,1,58,0.0,0.0,1,802,3,0,0,0,1,0,0,0,0,0,1,0,0,284.01,1.0,2.0
3419,4,1,1,30,13.0,0.0,0,497,3,0,0,1,0,0,0,0,0,1,0,0,0,15.0,1.0,41.0
4962,0,0,1,66,0.0,0.0,1,196,3,0,0,1,0,0,0,0,1,0,1,0,0,319.355,1.0,278.3333333333333
0,0,0,1,27,0.0,0.0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,65.0,1.0,30.0
5162,5,0,1,31,0.0,0.0,1,217,1,0,0,1,0,0,0,0,0,1,0,0,0,2.26,1.0,1000.0
583,11,0,1,33,0.0,0.0,0,131,4,0,0,1,0,0,0,0,1,1,0,0,0,75.0,1.0,200.0
12482,11,1,1,12,37.0,8.0,1,0,3,0,0,1,0,0,0,0,1,0,1,0,0,189.1425,1.0,400.0
1644,0,0,1,16,0.0,0.0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,10.437362637362657,1.0,4.164835164835165
3256,5,0,1,30,0.0,0.0,1,1032,3,0,0,1,0,0,0,0,1,0,1,0,0,10.5,1.0,10.0
3440,8,1,1,59,21.0,7.0,1,224,3,0,0,1,0,0,0,0,0,1,0,0,0,27.5,1.0,25.0
2201,0,0,1,40,0.0,0.0,0,110,4,0,0,1,0,0,1,0,0,1,0,0,0,15.0,1.0,75.0
2467,8,1,1,22,0.0,0.0,1,344,3,0,0,1,0,0,1,0,0,1,0,0,0,15.79,1.0,20.0
465,8,0,1,28,0.0,0.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2.17,1.0,80.0
891,8,0,0,20,13.0,13.0,1,502,3,0,0,1,0,0,0,0,0,1,0,0,0,49.39,1.0,15.0
667,4,0,0,29,13.0,13.0,1,502,3,0,0,1,0,0,0,0,0,1,0,0,0,49.39,1.0,25.0
1604,11,0,1,38,0.0,0.0,0,585,3,0,0,0,0,1,0,0,0,1,0,0,0,25.0,1.0,100.0
2541,11,0,1,44,0.0,0.0,1,699,4,0,0,1,0,0,0,0,0,1,0,0,0,6.0,1.0,200.0
5216,6,0,1,27,0.0,9.0,1,114,1,0,0,0,0,1,0,0,0,1,0,0,0,10.0,1.0,500.0
10032,8,0,1,20,6.0,0.0,1,769,4,0,0,1,0,0,0,0,0,1,0,0,0,32.26,1.0,60.0
2933,8,0,1,49,0.0,0.0,1,73,4,0,0,1,0,0,0,0,0,1,0,0,0,13.333333333333336,1.0,43.33333333333334
2401,12,0,1,43,0.0,0.0,1,1011,4,0,0,1,0,0,0,0,0,1,0,0,0,7.0,1.0,82.75
785,13,0,1,36,0.0,0.0,1,440,3,0,0,1,0,0,0,0,0,1,0,0,0,17.91,1.0,100.0
4607,8,0,1,78,0.0,0.0,1,36,1,0,0,1,0,0,0,0,1,1,0,0,0,216.66666666666663,1.0,10.0
4257,4,0,0,58,13.0,14.0,1,337,3,0,0,0,0,1,0,0,0,1,0,0,0,15.0,1.0,40.0
865,8,0,1,76,0.0,0.0,1,17,1,0,0,1,0,0,0,0,1,1,0,0,0,10.0,1.0,60.0
978,5,0,1,18,0.0,0.0,1,538,1,0,0,1,0,0,0,0,0,1,0,0,0,5.0,1.0,262.5
2933,7,0,1,37,37.0,0.0,1,41,3,0,0,1,0,0,0,0,0,0,1,0,0,50.98,1.0,100.0
92,6,0,1,45,0.0,0.0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,20.0,1.0,2000.0
0,12,0,1,79,43.0,0.0,1,621,3,0,0,0,0,1,0,0,0,1,0,0,0,18.8,1.0,83.0
17078,5,0,1,34,15.0,13.0,1,80,1,0,0,1,0,0,0,0,0,1,0,0,0,22.5,1.0,50.0
4432,6,0,1,35,0.0,0.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,16.666666666666668,1.0,74.33333333333333
126,6,1,1,40,0.0,0.0,1,62,3,0,0,0,1,0,0,0,0,1,0,0,0,27.157894736842106,1.0,147.78947368421052
0,0,0,1,20,0.0,0.0,0,235,5,0,0,1,0,0,0,0,0,1,0,0,0,299.95,1.0,1.0
4029,5,0,1,28,0.0,0.0,1,22,1,0,0,0,0,1,0,0,0,1,0,0,0,5.62,1.0,100.0
1616,6,0,1,72,13.0,14.0,1,676,3,0,0,0,1,0,0,0,0,0,1,0,0,7.5,1.0,125.0
1616,6,0,1,71,13.0,14.0,0,676,3,0,0,0,1,0,0,0,0,0,1,0,0,10.0,1.0,200.0
568,11,0,1,15,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,260.0,1.0,155.0
1296,11,0,1,18,18.0,4.0,1,7,4,0,0,0,0,1,0,0,1,0,1,0,0,76.97,1.0,200.0
316,8,0,0,28,0.0,0.0,0,413,3,0,0,0,0,1,0,0,0,1,0,0,0,22.63,1.0,8.0
173,5,0,1,27,0.0,0.0,0,1,3,0,0,0,0,1,0,0,0,1,0,0,0,65.0,1.0,40.333333333333336
0,0,0,1,24,12.0,16.0,1,684,3,0,0,1,0,0,0,0,1,0,1,0,0,0.0,1.0,1000.0
3986,5,0,1,26,0.0,0.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,20.0,1.0,500.0
434,4,0,1,49,0.0,0.0,0,22,3,0,0,0,0,1,0,0,0,1,0,0,0,4.23,1.0,20.0
1590,8,1,1,31,18.0,13.0,1,400,3,0,0,1,0,0,0,0,0,0,1,0,0,140.35,1.0,20.0
3019,12,0,1,85,8.0,9.0,1,84,3,0,0,0,1,0,0,0,0,1,0,0,0,10.0,1.0,30.0
3333,5,0,1,57,39.0,16.0,0,366,3,0,0,0,0,1,0,0,0,1,0,0,0,18.15,1.0,166.66666666666666
8234,5,0,1,48,13.0,10.0,1,686,3,0,0,0,0,1,0,0,0,0,1,0,0,16.27,1.0,65.0
1219,11,0,1,25,0.0,0.0,1,480,1,0,0,1,0,0,0,0,0,1,0,0,0,8.46,1.0,1000.0
3210,8,0,1,7,33.0,0.0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,96.29153846153848,1.0,223.0769230769231
1192,8,0,1,55,0.0,0.0,1,29,3,0,0,1,0,0,0,0,0,0,1,0,0,254.1525,1.0,100.0
0,0,0,1,18,-1.0,-1.0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0.0,1.0,80.0
213,6,0,1,53,19.0,13.0,1,351,4,0,0,1,0,0,0,0,0,0,1,0,0,21.25,1.0,28.75
5871,8,0,1,41,0.0,17.0,1,51,1,0,0,0,0,1,0,0,0,0,1,0,0,4.23,1.0,20.0
2168,8,0,1,69,0.0,0.0,1,27,1,0,0,0,0,1,0,0,0,1,0,0,0,281.01,1.0,14.0
0,0,0,1,24,-1.0,-1.0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0.0,1.0,99.0
1718,11,0,1,30,12.0,13.0,1,420,4,0,0,0,0,1,0,0,0,1,0,0,0,5.0,1.0,30.0
1625,5,0,1,56,0.0,0.0,1,42,1,0,0,0,1,0,0,0,0,1,0,0,0,21.5,1.0,175.0
2581,6,0,1,61,0.0,0.0,1,165,3,0,0,1,0,0,0,0,0,1,0,0,0,17.0,1.0,50.0
159,4,1,1,24,11.0,12.0,0,126,3,0,0,0,1,0,0,0,0,1,0,0,0,53.125,1.75,162.5
4237,8,0,1,69,0.0,0.0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,10.0,1.0,900.0
321,6,0,1,9,0.0,0.0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,36.66666666666666,1.0,85.0
1020,0,0,1,33,0.0,0.0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,25.0,1.0,80.0
9800,11,0,1,19,0.0,14.0,1,0,3,0,0,1,0,0,0,0,1,0,1,0,0,55.0,1.0,27.0
43,6,0,0,19,0.0,0.0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,70.0,1.0,11.0
11518,11,0,0,24,0.0,0.0,1,725,3,0,0,1,0,0,0,0,0,0,1,0,0,27.36,1.0,100.0
128,6,1,1,33,7.0,7.0,1,642,3,0,0,1,0,0,0,0,0,0,1,0,0,53.265,1.0,22.5
483,11,0,1,36,0.0,0.0,1,629,3,0,0,0,0,1,0,0,1,0,1,0,0,297.5,1.0,72.5
1097,12,0,0,66,22.0,0.0,0,447,3,0,0,0,0,1,0,0,0,1,0,0,0,12.43,1.0,120.0
6843,5,0,1,25,0.0,0.0,1,181,4,0,0,1,0,0,0,0,0,0,1,0,0,61.39,1.0,30.0
141,6,0,1,47,0.0,0.0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1943.333333333333,1.0,1.0
149,6,0,1,31,0.0,0.0,0,294,3,1,0,1,0,0,0,0,0,1,0,0,0,140.76,1.0,1000.0
699,6,0,0,26,0.0,0.0,1,0,4,0,0,0,0,1,0,0,0,1,0,0,0,13.920000000000002,1.0,51.33333333333334
179,8,0,1,20,0.0,0.0,1,826,4,0,0,1,0,0,0,0,0,0,1,0,0,132.25714285714284,1.0,31.904761904761905
196,8,0,1,26,0.0,0.0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,12.0,1.0,270.0
7037,4,0,1,45,14.0,15.0,1,940,3,0,0,0,1,0,0,0,0,1,0,0,0,41.0,1.0,100.0
730,8,0,1,23,0.0,0.0,1,1000,3,0,0,0,0,1,0,0,1,1,0,0,0,22.63,1.0,30.0
1092,0,0,0,47,0.0,0.0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,900.0,1.0,50.0
3894,8,1,1,46,0.0,0.0,1,643,4,0,0,1,0,0,0,0,1,0,1,0,0,22.76,1.0,35.0
835,8,1,1,30,0.0,0.0,1,604,3,0,0,0,1,0,1,0,0,1,0,0,0,25.0,1.0,100.0
2027,5,0,1,42,0.0,0.0,1,0,3,0,0,0,0,1,0,0,0,1,0,0,0,16.333333333333332,1.0,2000.0
513,6,0,1,71,9.0,9.0,1,82,3,0,0,0,0,1,0,0,0,1,0,0,0,38.67,1.0,33.142857142857146
256,0,0,0,52,0.0,0.0,1,1,3,1,1,0,0,1,0,0,0,1,0,0,0,800.0,1.0,50.0
1472,10,0,0,36,19.0,15.0,1,146,3,0,0,1,0,0,0,0,1,1,0,0,0,6.0950000000000015,1.0,200.0
171,8,0,0,20,25.0,15.0,1,947,4,0,0,0,0,1,0,0,1,1,0,0,0,35.0,1.0,17.5
1091,8,0,1,18,12.0,11.0,1,653,4,0,0,1,0,0,0,0,0,1,0,0,0,19.57,1.0,10.0
6720,4,0,1,47,0.0,0.0,1,1112,4,0,0,1,0,0,0,0,0,1,0,0,0,25.0,1.0,28.0
3447,5,0,0,50,15.0,10.0,1,966,3,0,0,0,1,0,0,0,1,1,0,0,0,10.885,1.0,50.0
1092,8,0,1,60,15.0,16.0,1,546,3,0,0,1,0,0,0,0,1,1,0,0,0,92.56,1.0,100.0
0,11,0,0,64,17.0,14.0,1,781,3,0,0,0,0,1,0,0,0,0,1,0,0,18.956666666666667,1.0,100.33333333333331
1489,5,0,1,38,0.0,0.0,0,1071,4,0,0,0,1,0,0,0,0,1,0,0,0,20.0,1.0,55.0
0,0,0,0,0,-1.0,-1.0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,-99.0,-99.0,-99.0
1228,6,0,0,27,0.0,0.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,8.0,1.0,100.0
0,0,0,1,33,0.0,0.0,0,368,5,0,0,1,0,0,0,0,0,1,0,0,0,80.0,1.0,3.0
1247,11,0,1,37,0.0,0.0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,13.77,1.0,21.33333333333333
3094,6,0,1,23,10.0,8.0,1,204,3,0,0,1,0,0,0,0,0,0,1,0,0,8.0,1.0,36.0
3013,8,0,1,26,0.0,0.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,18.0,1.0,150.0
5891,8,0,1,50,0.0,0.0,1,372,3,0,0,1,0,0,0,0,0,1,0,0,0,25.0,1.0,300.0
30223,8,0,1,42,0.0,0.0,1,201,3,0,0,1,0,0,0,0,0,1,0,0,0,79.0,1.0,67.5
732,13,1,1,21,0.0,16.0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,15.0,1.0,200.0
609,6,0,1,45,0.0,0.0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,250.0,1.0,100.0
243,8,0,0,13,0.0,0.0,0,529,3,0,0,0,0,1,0,0,0,1,0,0,0,6.57,1.0,10.0
1911,4,0,1,36,17.0,13.0,1,583,4,0,0,1,0,0,0,0,0,1,0,0,0,25.0,1.0,20.0
1474,0,0,1,32,0.0,0.0,1,1102,3,0,0,1,0,0,0,0,0,1,0,0,0,25.0,1.0,35.0
1027,6,0,0,12,14.0,12.0,1,10,3,0,0,0,1,0,0,0,0,1,0,0,0,4.25,1.0,88.0
2389,6,0,1,38,0.0,0.0,1,357,4,0,0,1,0,0,0,0,0,1,0,0,0,30.0,1.0,49.0
5384,6,0,0,23,13.0,9.0,1,129,3,0,0,0,0,1,0,0,0,0,0,1,0,20.25,1.0,78.75
3930,5,0,1,33,0.0,0.0,1,2207,3,1,0,1,0,0,0,0,0,1,0,0,0,6.0,1.0,100.0
3840,5,0,1,26,0.0,0.0,1,2207,3,1,0,1,0,0,0,0,0,1,0,0,0,6.0,1.0,100.0
0,6,0,0,12,0.0,0.0,1,427,3,0,0,0,0,1,0,0,0,1,0,0,0,4.733333333333333,2.0,158.26666666666668
1228,5,0,1,34,10.0,11.0,1,500,4,0,0,1,0,0,0,0,0,1,0,0,0,2.495,1.0,100.0
241,0,0,1,55,0.0,0.0,1,0,3,0,0,0,0,1,1,0,0,0,1,0,0,36.81,1.0,50.0
11402,11,1,1,43,0.0,0.0,1,541,4,0,0,1,0,0,0,0,0,1,0,0,0,50.0,1.0,200.0
841,6,0,1,29,0.0,0.0,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,15.0,1.0,50.0
2724,6,0,1,33,0.0,0.0,1,219,4,0,0,1,0,0,0,0,0,1,0,0,0,4.545454545454546,1.0,37.27272727272727
1022,0,0,1,26,0.0,0.0,1,1176,4,0,0,0,0,1,0,0,0,1,0,0,0,69.85,1.0,100.0
14370,5,0,1,67,0.0,0.0,1,114,3,0,0,1,0,0,0,0,0,1,0,0,0,26.61,1.0,30.0
361,5,0,1,89,0.0,0.0,1,586,1,0,0,1,0,0,0,0,0,1,0,0,0,7.5,1.0,600.0
1528,11,1,1,18,16.0,0.0,1,504,3,0,0,0,0,1,0,0,0,1,0,0,0,27.5,1.0,100.0
5737,5,0,1,29,19.0,15.0,1,12,1,0,0,1,0,0,0,0,0,0,1,0,0,27.355,1.0,20.0
1187,5,0,1,32,8.0,8.0,1,760,4,0,0,1,0,0,0,0,0,0,1,0,0,6.88,1.0,20.0
912,8,0,0,16,24.0,15.0,0,497,3,0,0,0,1,0,0,0,0,1,0,0,0,8.45,1.0,10.0
2791,11,1,1,35,0.0,0.0,1,574,4,0,0,1,0,0,0,0,0,1,0,0,0,6.666666666666668,1.0,3376.666666666666
0,0,0,0,5,0.0,0.0,1,147,4,0,0,0,0,1,0,0,0,1,0,0,0,8.0,1.0,2800.0
9397,8,1,1,29,20.0,0.0,1,195,1,0,0,0,0,1,0,0,0,1,0,0,0,35.114000000000004,1.0,40.0
1736,5,0,1,36,14.0,0.0,1,0,3,1,0,0,0,1,0,0,0,1,0,0,0,78.33333333333333,1.0,188.33333333333331
604,6,0,1,46,14.0,14.0,1,303,4,0,0,1,0,0,0,0,1,1,0,0,0,10.0,1.0,100.0
849,4,0,1,24,0.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,162.5,1.0,11.0
724,5,0,1,24,14.0,6.0,1,219,1,0,0,0,0,1,0,0,0,1,0,0,0,14.0,1.0,400.0
1603,8,1,1,64,8.0,8.0,1,844,4,0,0,0,0,1,0,0,0,0,0,1,0,79.99,1.5,30.0
3014,0,0,1,132,5.0,0.0,1,35,1,0,0,1,0,0,0,0,0,1,0,0,0,224.305,1.0,50.0
11911,5,0,1,74,8.0,8.0,1,104,4,0,0,0,0,1,0,0,0,1,0,0,0,10.0,1.0,200.0
838,6,0,1,23,0.0,0.0,1,0,3,0,0,0,0,1,0,0,0,1,0,0,0,5.0,1.0,20.0
4265,5,1,1,35,13.0,14.0,1,294,3,0,0,1,0,0,0,0,0,0,1,0,0,16.0,1.0,45.0
12936,11,0,1,49,5.0,9.0,1,157,3,0,0,0,0,1,0,0,0,0,1,0,0,58.33333333333334,1.0,108.33333333333331
1291,5,0,0,63,0.0,0.0,1,689,4,0,0,0,0,1,0,0,0,1,0,0,0,10.0,1.0,75.0
1949,0,0,0,23,0.0,0.0,1,674,3,0,0,0,1,0,0,0,0,1,0,0,0,30.0,1.0,22.0
2161,0,0,1,69,0.0,0.0,1,406,3,0,0,0,0,1,0,0,0,1,0,0,0,36.81,1.0,50.0
2826,12,0,1,65,15.0,16.0,1,286,3,0,0,0,1,0,0,0,0,0,1,0,0,3.73,1.0,80.0
1603,8,1,1,30,0.0,0.0,1,1017,3,0,0,1,0,0,0,0,0,0,1,0,0,55.75,1.0,6.0
2584,6,1,1,23,0.0,0.0,0,353,3,0,0,0,0,1,0,0,0,0,1,0,0,7.575,1.0,15.0
12352,11,1,1,31,0.0,0.0,1,0,3,0,0,0,0,1,0,0,0,0,1,0,0,25.0,1.0,1000.0
24811,6,1,1,29,0.0,0.0,0,643,3,0,0,1,0,0,0,0,0,0,1,0,0,130.0,1.0,30.0
4756,4,0,1,50,48.0,15.0,1,28,3,0,0,0,0,1,0,0,0,0,1,0,0,49.99,1.0,200.0
0,11,0,1,9,48.0,0.0,0,200,3,0,0,0,0,1,0,0,0,0,1,0,0,18.4,1.0,448.0
926,13,0,1,38,10.0,10.0,1,327,3,0,0,0,0,1,0,0,0,1,0,0,0,15.63,1.0,12.0
0,11,0,1,25,9.0,0.0,1,263,1,0,0,0,0,1,0,0,0,0,1,0,0,93.51,1.0,500.0
1166,5,0,0,22,0.0,0.0,1,103,1,0,0,0,0,1,0,0,0,1,0,0,0,76.5,1.0,156.0
1440,5,0,1,10,45.0,12.0,1,147,1,0,0,0,0,1,0,0,0,1,0,0,0,19.25,1.0,25.0
4820,11,1,1,62,0.0,0.0,1,0,3,0,0,0,1,0,0,0,0,0,1,0,0,82.48,1.0,200.0
