,event_id,ticket_cost,ticket_availability,ticket_quant_total,ticket_quant_sold
5877,6105389,0.0,1.0,50.0,22.5
5878,6115047,40.0,1.0,666.6666666666666,5.0
5879,6137903,116.83999999999999,1.0,100.0,18.666666666666668
5880,6138133,17.5,1.0,50.0,11.0
5881,6139817,37.785,1.0,8.0,7.5
5882,6200291,134.995,1.0,11.0,0.5
5883,6216709,44.8,1.0,180.0,0.4
5884,6236763,5.0,1.0,40.0,14.0
5885,6269017,32.0,1.0,13.666666666666666,1.0
5886,6276863,31.25,1.0,30.0,12.75
5887,6283071,412.235,1.0,10.0,4.0
5888,6302001,155.29,1.0,6.0,2.0
5889,6302025,24.0,1.0,100.0,42.0
5890,6331439,15.0,1.0,200.0,14.0
5891,6334479,35.0,1.0,80.0,28.0
5892,6367773,5.0,1.0,40.0,22.5
5893,6375079,8.0,1.0,90.0,33.0
5894,6400011,92.56,1.0,2.0,2.0
5895,6400059,7.333333333333333,2.0,84.0,3.0
5896,6400609,15.666666666666666,1.0,12.0,87.0
5897,6429765,10.907777777777778,1.5555555555555556,40.0,3.888888888888889
5898,6451609,55.0,1.0,20.0,2.0
5899,6452215,167.5,1.0,95.0,10.4
5900,6465765,6.57,1.0,150.0,5.0
5901,6498241,15.0,1.0,150.0,95.0
5902,6498489,24.209999999999997,1.0,150.0,17.333333333333332
5903,6498499,6.153333333333333,1.5555555555555556,40.0,1.0
5904,6498645,500.0,1.0,10.0,0.0
5905,6531089,61.2525,2.0,42750.0,2.0
5906,6531219,17.91,1.0,12.0,2.0
5907,6531393,36.81,1.0,40.0,8.0
5908,6531501,10.0,1.0,25.0,6.0
5909,6582715,1445.05,1.0,20.0,0.0
5910,6604431,46.81818181818182,1.8181818181818181,121.45454545454545,6.7272727272727275
5911,6620887,30.0,1.0,40.0,21.0
5912,6623499,40.0,1.0,30.0,6.5
5913,6629657,76.32,1.0,150.0,79.0
5914,6661973,108.31,1.0,233.33333333333334,77.66666666666667
5915,6691159,60.0,1.0,30.0,3.0
5916,6694715,15.799999999999999,1.0,10.0,4.0
5917,6708731,23.814999999999998,1.5,100.0,3.0
5918,6727479,30.0,1.0,25.0,2.0
5919,6727785,25.0,1.0,140.0,141.0
5920,6727819,49.082499999999996,1.0,35.375,31.0
5921,6736997,4.405,1.0,12.5,2.5
5922,6737973,68.75,1.0,51.25,11.25
5923,6755535,41.76,1.0,50.0,1.0
5924,6775181,220.0,1.0,88.0,0.2
5925,6784753,40.0,1.0,1500.0,389.5
5926,6793339,208.48,1.0,40.0,5.0
5927,6793565,18.0,1.0,25.0,9.0
5928,6793891,208.48,1.0,40.0,29.0
5929,6808999,37.0,1.0,180.0,126.0
5930,6826053,320.0,1.0,3.0,3.0
5931,6828481,30.0,1.0,60.0,1.0
5932,6850255,55.0,1.0,22.0,8.0
5933,0,,,,
5934,6883035,12.5,1.0,100.0,47.5
5935,6891389,41.64,1.0,76.66666666666667,5.333333333333333
5936,6891865,35.0,1.0,7.0,3.6666666666666665
5937,6892065,70.0,1.0,7.0,3.0
5938,6892179,35.0,1.0,8.666666666666666,0.3333333333333333
5939,6926689,0.0,1.0,100.0,16.0
5940,6932791,116.51,1.0,10.0,8.0
5941,6957197,8.46,1.0,100.0,7.0
5942,6990065,20.0,1.0,30.0,18.0
5943,6990355,150.0,1.0,200.0,1.0
5944,7088261,8.46,1.0,4.0,4.0
5945,7120779,18.333333333333332,1.3333333333333333,336.6666666666667,95.33333333333333
5946,7121185,45.0,1.0,53.333333333333336,0.3333333333333333
5947,7121333,92.6725,1.0,20.0,4.75
5948,7153691,39.166666666666664,1.0,1000.0,86.0
5949,7154225,0.0,1.0,75.0,20.75
5950,7177797,13.18,1.0,30.0,22.0
5951,7188603,27.36,1.0,100.0,59.0
5952,7217851,7.0,1.0,30.0,39.5
5953,7219173,10.0,1.0,50.0,0.5
5954,7219187,8.75,1.0,10.0,3.0
5955,7225705,400.0,1.0,1.0,1.0
5956,7231409,4.05,1.0,15.0,1.0
5957,7252531,140.35,1.0,15.0,13.0
5958,7276017,50.0,1.0,7.0,1.0
5959,7314469,0.0,1.0,20.0,2.0
5960,7317553,11.255,1.0,25.0,5.5
5961,7366359,45.0,1.0,2000.0,1015.0
5962,7415759,109.0,1.0,25.2,6.8
5963,7416127,112.0,1.0,12.0,1.0
5964,7481631,133.33333333333334,1.0,100.0,4.0
5965,7481683,8.46,1.0,45.0,2.0
5966,7481733,33.333333333333336,1.0,30.0,0.0
5967,7529809,3.0,1.0,150.0,47.666666666666664
5968,7538955,62.715,1.5,175.0,27.5
5969,7546857,54.47,1.0,10.0,3.0
5970,7546965,0.8333333333333334,1.0,22.666666666666668,0.6666666666666666
5971,7546987,30.0,1.0,50.0,2.0
5972,7547235,92.31,1.0,25.0,7.0
5973,7580213,55.0,1.0,200.0,18.0
5974,7580913,71.86,1.0,17.5,4.25
5975,7612843,6.8775,1.0,2.0,0.75
5976,7652255,7.5,1.0,100000.0,0.0
5977,7692925,43.66,1.0,14.0,1.0
5978,7754027,100.0,1.0,10.0,0.0
5979,7779011,46.26,1.0,1.0,1.0
5980,7796485,476.24,1.0,500.0,9.666666666666666
5981,7803561,17.91,1.0,200.0,49.0
5982,7808883,50.0,1.0,1.0,1.0
5983,7816935,40.0,1.0,30.0,0.0
5984,7866027,13.91,1.0,45.0,26.0
5985,7887985,20.0,1.0,14.0,0.2
5986,7897657,99.0,1.0,30.0,10.0
5987,7940593,37.291250000000005,1.0,100.0,12.0
5988,7961851,9.95,1.0,35.0,30.0
5989,8005743,49.0,1.0,20.0,10.0
5990,0,,,,
5991,8006027,3.435,1.0,225.0,197.5
5992,8128191,13.18,1.0,15.0,7.0
5993,8138287,3.2916666666666665,1.0,106.66666666666667,19.5
5994,8244669,5.9175,1.5,74.75,7.5
5995,8264997,5.0,1.0,40.0,9.0
5996,8301659,40.0,1.0,40.0,27.0
5997,8363427,117.13,1.0,50.0,14.0
5998,8368549,300.0,1.0,10.0,0.0
5999,8412223,25.0,1.0,53.75,0.75
6000,389649,0.0,1.0,100.0,14.0
6001,558923,9.0,1.0,55.0,32.5
6002,601251,4.0,1.0,500.0,27.0
6003,667025,18.02,1.0,400.0,1.0
6004,826503,3143.7625000000003,1.0,20.0,1.5
6005,855815,35.0,1.0,100.0,0.0
6006,961493,12.5,1.0,18.75,2.25
6007,994723,66.66666666666667,1.0,48.666666666666664,18.0
6008,1027209,79.9975,1.0,500.0,0.75
6009,1092601,0.0,1.0,356.3333333333333,4.0
6010,1093167,15.625,1.0,63.75,63.75
6011,1121473,271.6666666666667,1.0,550.1666666666666,107.0
6012,1203359,8.333333333333334,1.0,133.33333333333334,47.0
6013,1223527,35.0,1.0,14.25,0.75
6014,1223575,30.0,1.0,103.5,85.0
6015,1256631,55.0,1.0,50.0,8.0
6016,1289661,50.0,1.0,20.0,9.0
6017,1289809,200.0,1.0,10.0,1.0
6018,1322243,14.0,1.0,64.0,18.0
6019,1322375,14.696666666666667,1.0,216.66666666666666,8.0
6020,1355231,25.0,1.0,35.0,5.0
6021,1388055,50.0,1.0,16.0,16.0
6022,1420585,0.0,1.0,37.5,25.0
6023,1453279,52.69230769230769,1.0,305.7692307692308,5.538461538461538
6024,1485541,28.351999999999997,1.0,37.2,3.0
6025,1518825,18.333333333333332,1.0,21.666666666666668,7.333333333333333
6026,1518865,8.73,1.0,230.55555555555554,8.333333333333334
6027,1522497,200.0,1.0,100.0,4.0
6028,1551131,35.86,1.0,14.0,14.0
6029,1551133,1714.1666666666667,1.0,125.5,0.3333333333333333
6030,1583977,170.8,1.0,15.0,5.0
6031,1591369,375.0,1.0,30.0,0.0
6032,1604463,300.0,1.0,10.0,1.0
6033,1616685,17.91,1.0,50.0,10.0
6034,1616911,7.5,1.0,94.0,0.0
6035,1616983,60.0,1.0,70.0,3.0
6036,1616991,60.43,1.0,35.0,1.0
6037,1649517,13.186666666666667,1.0,500.0,2.0
6038,1650135,15.635000000000002,1.0,30.0,1.0
6039,1656645,154.11,1.0,30.0,19.0
6040,1715051,6.5,1.0,100.0,2.0
6041,1715597,10.0,1.0,40.0,21.5
6042,1715683,32.08,1.0,20.0,19.0
6043,1738613,15.0,1.0,17.0,0.3333333333333333
6044,1747703,15.55,1.0,200.0,5.5
6045,1747735,318.19,1.0,20.0,0.5
6046,1747881,27.5,1.0,20.0,5.5
6047,1747973,6.666666666666667,1.0,26.666666666666668,5.0
6048,1747985,18.02,1.0,30.0,25.0
6049,1748017,344.1,1.0,12.0,1.0
6050,1764743,83.33333333333333,1.0,136.66666666666666,44.833333333333336
6051,1780497,8.41,1.0,80.0,2.0
6052,1780851,60.45,1.0,25.0,15.0
6053,1780907,9.0,1.0,116.66666666666667,2.6666666666666665
6054,1815011,250.0,1.0,40.0,0.0
6055,1835653,30.0,1.0,1350.0,38.0
6056,1846037,4.68,1.0,700.0,95.0
6057,1846845,38.7,1.0,1.5,1.0
6058,1878973,13.775,1.0,60.0,28.5
6059,1879463,21.44,1.0,80.0,37.4
6060,1911777,36.35,1.0,11.0,11.0
6061,1911885,0.0,1.0,50.0,0.0
6062,1912113,241.66666666666666,1.0,341.6666666666667,22.666666666666668
6063,1912333,13.185,1.0,25.0,6.5
6064,1913357,4.68,1.0,20.0,18.0
6065,1930275,93.51,1.0,200.0,46.0
6066,1944239,140.76,1.0,20.0,9.0
6067,1944291,110.98333333333333,1.0,3.3333333333333335,1.6666666666666667
6068,1944555,17.5,1.0,37.5,27.5
6069,1944661,9.0,1.0,30.0,1.0
6070,1944667,39.927499999999995,1.0,190.0,26.0
6071,1944839,110.98333333333333,1.0,3.3333333333333335,0.6666666666666666
6072,1944897,5.0,1.0,50.0,9.0
6073,1944929,110.98333333333333,1.0,3.3333333333333335,1.3333333333333333
6074,1944939,110.98333333333333,1.0,3.3333333333333335,2.6666666666666665
6075,1977561,34.6,1.0,56.666666666666664,2.3333333333333335
6076,1977845,112.06666666666669,1.0,355.55555555555554,0.48148148148148145
6077,2010399,50.0,1.0,5.0,1.0
6078,2075889,987.5333333333334,1.0,23.333333333333332,4.0
6079,2076061,1.87,1.0,300.0,56.5
6080,2080067,46.51,1.0,200.0,28.0
6081,2108197,40.0,1.0,200.0,49.0
6082,2108375,12.0,1.0,125000.0,646.75
6083,2108411,8.46,1.0,60.0,34.0
6084,2108425,13.45,1.0,30.0,1.0
6085,2108541,15.0,1.0,30.0,7.75
6086,2108563,141.51,1.0,30.0,14.0
6087,2141448,5.0,1.0,35.0,17.0
6088,2206478,17.91,1.0,200.0,33.0
6089,2206506,186.5,1.0,24.0,6.0
6090,2206736,6.1000000000000005,1.0,12.5,8.5
6091,2206776,27.36,1.0,60.0,31.0
6092,2239150,35.075,1.0,75.0,39.5
6093,2239512,36.81,1.0,9.0,1.0
6094,2239682,17.5,1.0,50.0,23.0
6095,2239710,20.0,1.0,210.0,210.0
6096,2240030,100.0,1.0,5000.0,0.0
6097,2272350,15.0,1.0,100.0,98.0
6098,2272674,17.81,1.0,50.0,15.0
6099,2272840,15.0,1.0,2000.0,325.0
6100,2304980,45.0,1.0,25.0,8.0
6101,2305324,45.7,1.0,20.0,2.0
6102,2403358,15.0,1.0,100.0,27.0
6103,2436228,164.38,1.0,100.0,3.0
6104,2436240,30.0,1.0,40.0,28.0
6105,2436276,60.0,1.0,100.0,85.0
6106,2436478,5.0,1.0,123.25,117.25
6107,2501790,8.0,1.0,16.666666666666668,5.0
6108,2501912,0.025,1.0,1.5,2.5
6109,2534206,61.833333333333336,1.0,1.0,0.8333333333333334
6110,2534466,18.15,1.0,148.5,105.5
6111,2534588,11.25,1.0,125.0,1.0
6112,2534970,25.0,1.0,50.0,1.0
6113,2567232,34.5,1.0,13.1,0.1
6114,2567584,15.0,1.0,100.0,5.0
6115,2599800,89.56333333333335,1.0,71.33333333333333,1.6666666666666667
6116,2600102,25.0,1.0,100.0,4.0
6117,2600336,187.01,1.0,15.0,3.0
6118,2600366,45.0,1.0,400.0,82.0
6119,2632403,5.0,1.0,127.5,32.0
6120,2633237,15.0,1.0,20.0,10.0
6121,2666763,0.0,1.0,15.0,0.0
6122,2698129,166.66666666666666,1.0,25.0,0.3333333333333333
6123,2698567,10.0,1.0,30.0,17.0
6124,2698785,10.333333333333334,1.0,71.66666666666667,2.3333333333333335
6125,2698795,10.333333333333334,1.0,71.66666666666667,1.6666666666666667
6126,2730713,654.8233333333333,1.0,233.33333333333334,0.16666666666666666
6127,2730731,52.685,1.0,500.0,13.5
6128,2731137,74.61,1.0,40.0,28.0
6129,2731147,11.0,1.0,20.0,2.0
6130,2731255,15.0,1.0,60.0,4.0
6131,2763895,17.91,1.0,250.0,18.0
6132,2796351,131.0,1.0,16.666666666666668,11.333333333333334
6133,2796757,46.35,1.0,8.0,5.0
6134,2829343,33.75,1.0,50.0,3.25
6135,2861971,28.333333333333332,1.0,333.3333333333333,0.6666666666666666
6136,2862403,0.0,1.0,100.0,1.0
6137,2869123,20.0,1.0,900.0,5.5
6138,2894969,22.00833333333333,1.0,78.66666666666667,21.666666666666668
6139,2895369,75.0,1.0,1.0,1.0
6140,2927817,542.95,1.0,10.0,1.0
6141,2960069,25.0,1.0,10.0,2.5
6142,2960179,17.905,1.0,17.5,10.5
6143,2960739,46.755,1.0,7.0,3.5
6144,2992889,102.00999999999999,1.0,50.0,3.0
6145,2993171,93.51,1.0,50.0,9.0
6146,3000249,0.0,1.0,500.0,4.0
6147,3018443,17.0,1.0,500.0,7.2
6148,3029685,650.0,1.0,20.0,8.0
6149,3049387,306.13,1.0,20.0,13.0
6150,3058685,7.5,1.0,800.0,35.25
6151,3058747,35.0,1.0,5.0,0.5294117647058824
6152,3157381,713.8,1.0,30.0,13.0
6153,3157423,533.3333333333334,1.0,46.666666666666664,18.666666666666668
6154,3157465,376.6666666666667,1.0,9.0,5.0
6155,3157515,145.51571428571427,1.0,92.85714285714286,11.285714285714286
6156,3169429,31.91,1.0,100.0,11.0
6157,3169451,210.0,1.0,5.0,1.0
6158,3185393,5.62,1.0,100.0,0.0
6159,3190227,286.5,1.0,24.0,1.5
6160,3222347,50.0,1.0,10.0,4.0
6161,3223093,6.908888888888888,1.0,238.88888888888889,29.333333333333332
6162,3255295,8.51,1.0,12.0,3.0
6163,3296695,162.5,1.0,75.0,1.0
6164,3320523,363.5,1.0,25.0,2.0
6165,3320899,31.2375,1.0,8.5,2.25
6166,3321215,46.01,1.0,50.0,16.0
6167,3327859,13.6875,1.0,75.5,38.125
6168,3353509,41.25,1.0,67.5,7.75
6169,3386431,46.26,1.0,24.0,2.0
6170,3451689,45.41,1.0,1.0,1.0
6171,3451709,20.0,1.0,100.0,1.0
6172,3452229,188.01,1.0,1000.0,1.0
6173,3485159,45.0,1.0,70.0,43.0
6174,3485163,10.0,1.0,87.5,39.25
6175,3517667,25.0,1.0,50.5,50.5
6176,3550511,10.7625,1.0,2000.0,0.25
6177,3582647,8.0,1.0,50.0,10.0
6178,3583153,3.73,1.0,90.0,34.0
6179,3583179,11.0,1.0,187.0,1.0
6180,3616094,125.0,1.0,75.0,15.666666666666666
6181,3616322,69.85,1.0,1.0,1.0
6182,3633734,20.0,1.0,50.0,0.3333333333333333
6183,3648422,454.03999999999996,1.0,13.0,1.6666666666666667
6184,3648686,411.0416666666667,1.0,300.0,8.666666666666666
6185,3681360,65.0,1.0,200.0,3.0
6186,3681654,5.0,1.0,71.66666666666667,44.0
6187,3681792,71.685,1.0,150.0,1.3333333333333333
6188,3713848,17.91,1.0,600.0,13.0
6189,3714428,45.31,1.0,5000.0,8.0
6190,3746830,12.0,1.0,30.0,11.0
6191,3779428,30.0,1.0,25.0,1.0
6192,3779634,10.0,1.0,200.0,41.0
6193,3779684,666.6666666666666,1.0,56.666666666666664,22.0
6194,3779900,45.0,1.0,25.0,2.0
6195,3780114,17.5,1.0,7.5,2.5
6196,3783324,47.5,1.0,50.0,30.0
6197,3789548,5.0,1.0,110.0,116.0
6198,3812356,4.99,1.0,24.0,21.0
6199,3812424,250.0,1.0,4.0,3.0
6200,3844794,0.0,1.0,300.0,3.0
6201,3844908,60.435,1.0,7.0,3.5
6202,3845324,60.435,1.0,7.0,3.5
6203,3878084,11.0,1.0,17.5,12.5
6204,3910618,65.38461538461539,1.0,122.6923076923077,0.07692307692307693
6205,3910862,8.0,1.0,25.0,15.0
6206,3910880,199.0,1.0,10.0,10.0
6207,3943226,22.63,1.0,95.0,45.0
6208,3975912,529.8233333333334,1.0,30.0,2.3333333333333335
6209,3976140,92.07,1.0,22.0,1.0
6210,3976428,42.5,1.0,39.0,36.0
6211,4005134,50.0,1.0,800.0,732.0
6212,4008630,13.432500000000001,1.0,1000.0,3.25
6213,4008858,3.11,1.0,20.0,6.0
6214,4037854,129.37333333333333,1.0,66.66666666666667,17.0
6215,4074258,15.0,1.0,60.0,47.0
6216,4107650,46.26,1.0,40.0,1.0
6217,4107662,13.19,1.0,33.333333333333336,8.333333333333334
6218,4173060,144.71,1.0,5.0,1.0
6219,4201334,600.0,1.0,30.0,10.0
6220,4270954,1592.0,1.0,10.0,10.0
6221,4271414,36.94,1.0,52.666666666666664,37.666666666666664
6222,4303638,40.0,1.0,50.0,9.0
6223,4303854,10.0,1.0,300.0,0.0
6224,4304232,91.25,1.0,12.0,5.5
6225,4336676,26.5,1.0,30.0,6.5
6226,4336886,10.0,1.0,140.0,5.0
6227,4369172,27.36,1.0,30.0,2.0
6228,4369322,17.5,1.0,150.0,105.5
6229,4369376,30.0,1.0,100.0,6.0
6230,4369538,0.0,1.0,833.3333333333334,191.0
6231,4434896,71.33333333333333,1.0,133.33333333333334,0.6666666666666666
6232,4434976,44.5,1.0,75.0,15.5
6233,4435136,30.0,1.0,150.0,36.0
6234,4467416,30.0,1.0,44.0,20.0
6235,4500570,73.66,1.0,50.0,13.0
6236,4500900,17.81,1.0,20.0,16.0
6237,4500946,110.0,1.0,11.75,1.75
6238,4533106,30.0,1.0,30.0,0.0
6239,4533274,36.61,1.0,50.0,11.0
6240,4533540,25.0,1.0,8.0,2.0
6241,4565754,11.25,1.0,87.5,1.0
6242,4565934,150.0,1.0,10.0,8.0
6243,4566422,1500.0,1.0,50.0,0.0
6244,4598768,542.95,1.0,10.0,0.5
6245,4599148,65.0,1.0,110.0,0.0
6246,4631312,8.75,1.0,100.0,16.75
6247,4664389,15.0,1.0,300.0,0.0
6248,4664539,69.85,1.0,60.0,0.0
6249,4664611,77.5,1.0,81.75,62.5
6250,4666055,10.0,1.0,170.0,152.0
6251,4687693,22.5,1.0,135.0,16.5
6252,4697669,10.0,1.0,250.0,137.0
6253,4703137,100.0,1.0,40.0,0.0
6254,4729753,15.0,1.0,91.66666666666667,0.3333333333333333
6255,4730193,4.17,1.0,60.0,32.0
6256,4730305,282.03,1.0,1000.0,7.0
6257,4747883,15.0,1.0,50.0,8.0
6258,4761457,0.0,1.0,500.0,0.0
6259,4763519,317.5,1.0,53.75,0.0
6260,4795359,20.0,1.0,25.0,2.0
6261,4795849,25.0,1.0,10.0,2.0
6262,4827971,140.3,1.0,12.0,5.0
6263,4828183,15.0,1.0,100.5,6.5
6264,4828461,22.51,1.0,15.0,12.0
6265,4828587,19.281666666666666,1.0,2733.3333333333335,90.5
6266,4828753,50.0,1.0,78.0,78.0
6267,4860593,0.0,1.0,500.0,0.0
6268,4860725,355.7142857142857,1.0,52.0,45.57142857142857
6269,4861011,5.0,1.0,63.333333333333336,19.0
6270,4861485,155.0,1.0,195.9090909090909,75.81818181818181
6271,4861499,13.18,1.0,15.0,1.0
6272,4884407,8.5,1.0,27.5,3.5
6273,4890839,40.0,1.0,14.5,12.0
6274,4893953,40.0,1.0,50.0,5.0
6275,4926869,1.0,1.0,1.0,1.0
6276,4926993,32.08,1.0,18.0,18.0
6277,4937743,93.33333333333333,1.0,33.333333333333336,7.466666666666667
6278,4938965,69.88,1.0,54.0,0.0
6279,4944285,300.0,1.0,400.0,0.0
6280,4959432,125.0,1.0,8.0,5.0
6281,4991842,4.29,1.0,12.0,10.333333333333334
6282,4993578,79.99,1.5,17.5,5.0
6283,5024444,54.760000000000005,1.0,43.0,10.75
6284,5024644,12.64,1.0,8.666666666666666,1.6666666666666667
6285,5024698,100.0,1.0,130.0,67.0
6286,5024976,367.07,1.0,191.25,118.625
6287,5025272,350.0,1.0,19.0,7.0
6288,5026256,54.760000000000005,1.0,58.0,14.5
6289,5058044,60.45,1.0,30.0,1.0
6290,5086238,0.0,1.0,100.0,0.0
6291,5086332,20.0,1.0,200.0,5.0
6292,5087232,0.0,1.0,100.0,0.0
6293,5087238,0.0,1.0,100.0,0.0
6294,5090226,0.0,1.0,100.0,0.0
6295,5090534,300.0,1.0,150.0,0.0
6296,5090850,12.0,1.0,200.0,100.0
6297,5113654,12.5,1.0,10.0,10.0
6298,5155990,2643.8,1.0,20.0,3.5
6299,5156368,65.27999999999999,1.0,148.33333333333334,37.5
6300,5188424,25.0,1.0,100.0,21.0
6301,5188434,13.18,1.0,100.0,2.0
6302,5188606,13.18,1.0,20.0,9.0
6303,5188786,10.753333333333332,1.0,33.333333333333336,6.0
6304,5219258,27.55,1.0,50.0,0.0
6305,5221404,27.5,1.5,55.0,6.0
6306,5254024,325.0,1.0,13.75,7.0
6307,5254250,12.0,1.0,289.09090909090907,87.0
6308,5254708,18.85,1.0,500.0,49.0
6309,5254748,10.0,1.0,5000.0,122.0
6310,5287364,208.798,1.0,171.0,1.8
6311,5319376,10.0,1.0,150.0,7.0
6312,5319894,20.0,1.0,100.0,1.0
6313,5320212,22.63,1.0,100.0,64.0
6314,5352380,13.666666666666666,1.0,166.66666666666666,6.666666666666667
6315,5352438,15.0,1.0,500.0,7.0
6316,5352522,30.0,1.0,140.0,48.666666666666664
6317,5352786,450.79999999999995,1.0,4.0,1.0
6318,5354556,25.0,1.0,50.0,16.0
6319,5384990,35.0,1.0,50.0,5.0
6320,5385292,15.0,1.0,62.0,17.0
6321,5414086,8.46,1.0,30.0,30.0
6322,5417064,8.5,1.0,100.0,25.0
6323,5417716,41.31,1.0,25.0,3.0
6324,5417728,22.5,1.0,300.0,3.0
6325,5417756,20.0,1.0,300.0,50.0
6326,5418350,18.18,1.0,1.0,0.5
6327,5435956,52.12,1.0,50.0,23.0
6328,5450664,2.8033333333333332,1.0,56.666666666666664,28.0
6329,5450800,32.5,1.0,276.25,13.25
6330,5451154,30.0,1.0,500.0,61.0
6331,5463290,10.0,1.0,800.0,1164.0
6332,5468762,6.542857142857143,1.7142857142857142,112.35714285714286,3.642857142857143
6333,5483298,5.0,1.0,150.0,95.0
6334,5516102,10.0,1.0,230.0,14.0
6335,5547696,40.0,1.0,20.0,2.0
6336,5548776,30.0,1.0,500.0,0.6666666666666666
6337,5548838,17.91,1.0,400.0,6.0
6338,5548892,12.5,1.0,87.5,45.5
6339,5549346,8.75,1.0,50.0,26.5
6340,5581866,10.0,1.0,500.0,1.0
6341,5581920,68.935,1.0,100.0,14.5
6342,5594266,44.95,1.0,2000.0,9.0
6343,5614768,2.5,1.0,275.0,18.0
6344,5615160,0.0,1.0,1.0,1.0
6345,5616108,22.63,1.0,10.0,8.0
6346,5647578,17.2,1.0,14.0,6.0
6347,5647816,5.0,1.0,81.66666666666667,71.66666666666667
6348,5651876,74.61,1.0,35.0,5.0
6349,5679920,37.836666666666666,1.0,100.0,14.0
6350,5680456,17.5,1.0,15.0,3.0
6351,5680460,20.0,1.0,7.0,4.0
6352,5680498,100.0,1.0,48.0,47.0
6353,5687102,30.0,1.0,300.0,254.0
6354,5712964,9.0,1.0,100.0,1.5
6355,5712998,40.0,1.0,45.0,11.0
6356,5713380,100.0,1.0,97.2,3.2
6357,5725436,185.04,1.0,118.0,1.8571428571428572
6358,5745495,43.0,1.0,44.0,15.8
6359,5745607,800.0,1.0,1.0,0.0
6360,5745837,60.0,1.0,200.0,4.0
6361,5746177,91.66666666666667,1.0,49.333333333333336,1.6666666666666667
6362,5778669,3.73,1.0,50.0,43.0
6363,5778935,46.26,1.0,20.0,4.0
6364,5843743,40.0,1.0,20.0,3.0
6365,5844021,13.11,1.0,7.0,7.0
6366,5844085,300.0,1.0,30.0,0.0
6367,5851057,60.0,1.0,400.0,112.0
6368,5872829,40.0,1.0,8.0,8.0
6369,5876443,8.33,1.0,40.0,12.0
6370,5877015,18.475,1.0,45.0,20.25
6371,5887037,69.88,1.0,18.0,15.0
6372,5909719,8.333333333333334,1.0,1885.0,30.833333333333332
6373,5909943,262.5,1.0,70.0,1.0
6374,5942001,8.5,1.0,100.0,4.5
6375,5942727,9.318181818181818,2.0,135.04545454545453,3.3181818181818183
6376,5942731,45.07,1.0,23.0,19.0
6377,5974939,30.05666666666666,1.0,11.333333333333334,3.0
6378,5975047,40.0,1.0,10.0,9.0
6379,5975583,24.0,1.0,142.0,48.0
6380,6008325,88.65,1.0,50.0,33.0
6381,6040649,10.0,1.0,600.0,3.0
6382,6040721,17.5,1.0,130.0,46.0
6383,6047569,13.45,1.0,24.0,15.0
6384,6080033,80.0,1.0,100.0,12.75
6385,6096701,117.13,1.0,250.0,2.0
6386,6134961,17.91,1.0,3000.0,16.0
6387,6134975,0.0,1.0,50.0,12.0
6388,6138985,22.5,1.0,35.0,7.5
6389,6140467,50.0,1.0,150.0,17.333333333333332
6390,6148449,8.0,1.0,50.0,6.0
6391,6204853,17.91,1.0,35.0,7.5
6392,6204955,13.18,1.0,50.0,11.0
6393,6238701,4.375,1.0,30.0,13.0
6394,6269715,8.75,1.0,18.0,5.0
6395,6302765,312.83,1.0,15.0,15.0
6396,6326129,22.63,1.0,100.0,14.0
6397,6335449,15.0,1.0,12.0,2.0
6398,6336583,2.17,1.0,100.0,3.0
6399,6368073,300.0,1.0,50.0,0.0
6400,6371497,15.0,1.0,200.0,66.0
6401,6393315,770.8333333333334,1.0,48.0,0.16666666666666666
6402,6397131,0.0,1.0,200.0,1.0
6403,6400725,4.42,1.0,23.333333333333332,10.0
6404,6401057,14.09,1.5,62.5,20.5
6405,6433819,42.5,1.0,10.0,1.5
6406,6450061,7.5,1.0,60.0,25.0
6407,6465327,25.0,1.0,65.0,65.0
6408,6466475,10.0,1.0,200.0,4.0
6409,6522687,40.0,1.0,5000.0,1.0
6410,6531775,13.18,1.0,60.0,1.0
6411,6531939,20.666666666666668,1.0,515.0,170.0
6412,6539143,47.005,1.0,50049.5,1.5
6413,6564643,20.0,1.0,30.0,5.0
6414,6582859,5.180000000000001,1.0,23.0,4.666666666666667
6415,6583179,0.0,1.0,100.0,0.0
6416,6600931,75.01,1.0,50.0,5.4
6417,6663009,31.88,1.0,5.0,0.5
6418,6663429,8805.6,1.0,1.0,1.0
6419,6729279,10.0,1.0,120.0,1.0
6420,6761393,45.88,1.0,7.0,6.0
6421,6761867,0.0,1.0,32.0,1.0
6422,6842725,147.06,1.0,40.0,4.0
6423,6863579,8.75,1.0,15.0,4.0
6424,6872221,25.0,1.0,200.0,68.0
6425,6892225,29.959375,1.0,84.25,2.0
6426,6892533,70.15,1.0,20.0,3.0
6427,6892535,13.18,1.0,1000.0,1.0
6428,6895097,6.3,1.0,100.0,109.0
6429,6898499,109.0,1.0,100.0,1.0
6430,6925663,99.0,1.5,27.5,13.5
6431,6941957,149.75,1.0,10.0,2.0
6432,6957957,8.75,1.0,40.0,19.0
6433,6965053,12.5,1.0,20.0,11.0
6434,6981421,37.5,1.0,150.0,1.5
6435,6982521,17.5,1.0,112.5,38.25
6436,6991313,20.0,1.0,250.0,22.0
6437,7056973,68.75,1.0,34.25,21.5
6438,7074357,37.5,1.0,4.0,0.75
6439,7079963,41.534000000000006,1.0,12.0,0.2
6440,7089097,23.333333333333332,1.0,339.3333333333333,11.0
6441,7090773,100.0,1.0,5.0,0.0
6442,7101463,17.91,1.0,120.0,1.0
