body_length,channels,fb_published,has_logo,name_length,org_facebook,org_twitter,show_map,user_age,user_type,Label,month,day,hour,minute,dayofyear,weekofyear,week,dayofweek,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,time_diff_seconds,previous_payout0,has_header_0.0,has_header_1.0,has_header_nan,yahoo,is_fr,is_org,delivery_method_0.0,delivery_method_1.0,delivery_method_3.0,delivery_method_nan
2052,5,0,1,40,0.0,0.0,1,211,3,0,6,10,5,0,161,23,23,4,2,False,False,False,False,7200.0,0,0,0,1,0,0,0,1,0,0,0
3367,6,0,0,83,0.0,0.0,1,278,3,1,4,28,7,0,118,17,17,3,2,False,False,False,False,0.0,0,0,1,0,0,0,0,0,0,1,0
3224,6,0,1,42,0.0,0.0,1,1825,3,1,6,11,23,0,162,23,23,5,2,False,False,False,False,939600.0000000001,0,0,0,1,0,0,0,1,0,0,0
1612,5,0,1,81,0.0,0.0,1,49,1,0,6,10,5,30,161,23,23,4,2,False,False,False,False,19800.0,0,1,0,0,0,0,0,1,0,0,0
1163,0,0,1,82,0.0,0.0,1,109,1,0,5,22,3,0,142,20,20,6,2,False,False,False,False,7200.0,0,1,0,0,0,0,0,1,0,0,0
2274,11,0,1,101,0.0,0.0,0,112,5,0,10,12,20,30,285,41,41,2,4,False,False,False,False,167400.0,0,1,0,0,0,0,0,0,1,0,0
8039,0,0,1,25,0.0,0.0,0,328,3,0,5,15,17,0,135,19,19,6,2,False,False,False,False,334800.0,0,1,0,0,0,0,1,0,1,0,0
1568,0,0,1,14,0.0,0.0,1,571,3,0,8,19,3,0,231,33,33,4,3,False,False,False,False,10800.0,0,1,0,0,0,0,0,0,1,0,0
615,6,0,1,32,0.0,0.0,1,1834,3,1,5,26,3,0,146,21,21,3,2,False,False,False,False,5400.0,0,1,0,0,0,0,0,1,0,0,0
2892,0,0,1,18,0.0,0.0,1,221,4,0,7,15,23,0,196,28,28,4,3,False,False,False,False,18000.0,0,1,0,0,0,0,0,1,0,0,0
1282,6,0,1,29,0.0,0.0,0,0,3,0,6,2,6,0,153,22,22,3,2,False,False,False,False,14400.0,0,1,0,0,0,0,1,1,0,0,0
8882,5,1,1,29,0.0,0.0,1,244,3,0,10,29,0,0,302,43,43,5,4,False,False,False,False,18000.0,0,0,1,0,0,0,0,0,1,0,0
5267,5,0,1,73,0.0,0.0,0,618,4,0,11,8,2,0,312,45,45,1,4,False,False,False,False,25200.0,0,1,0,0,0,0,0,1,0,0,0
661,11,1,1,49,29.0,11.0,1,252,4,0,10,5,23,0,278,40,40,2,4,False,False,False,False,25200.0,0,1,0,0,0,0,0,0,1,0,0
1667,0,0,1,52,0.0,0.0,0,0,1,0,9,9,4,0,252,36,36,4,3,False,False,False,False,266400.0,0,1,0,0,0,0,1,0,1,0,0
3413,8,0,1,76,0.0,0.0,1,201,3,0,12,11,4,0,345,49,49,6,4,False,False,False,False,14400.0,0,1,0,0,0,0,0,1,0,0,0
0,6,0,0,17,0.0,0.0,0,0,1,1,6,3,23,0,154,22,22,4,2,False,False,False,False,10800.0,1,0,0,1,1,0,0,1,0,0,0
1935,11,0,1,48,0.0,0.0,0,562,4,0,7,15,1,0,196,28,28,4,3,False,False,False,False,10800.0,0,1,0,0,0,0,0,1,0,0,0
6743,5,0,1,48,0.0,0.0,1,325,5,0,7,6,9,0,187,27,27,2,3,False,False,False,False,18000.0,0,1,0,0,0,0,0,1,0,0,0
4174,5,0,1,15,0.0,0.0,1,629,4,0,9,25,19,0,268,38,38,6,3,False,False,False,False,14400.0,0,1,0,0,0,0,1,1,0,0,0
2647,8,1,1,30,0.0,0.0,1,779,3,0,8,10,21,0,222,32,32,2,3,False,False,False,False,6900.0,0,1,0,0,0,0,0,0,1,0,0
2703,8,0,1,58,12.0,0.0,1,357,3,0,9,26,2,30,269,39,39,0,3,False,False,False,False,5400.0,0,1,0,0,0,0,0,1,0,0,0
2516,6,0,1,51,0.0,0.0,1,30,1,0,8,2,5,0,214,31,31,1,3,False,False,False,False,10800.0,0,0,1,0,0,0,0,1,0,0,0
489,10,0,1,45,0.0,0.0,1,0,3,0,11,3,20,0,307,44,44,3,4,False,False,False,False,14400.0,0,1,0,0,0,0,0,1,0,0,0
15293,8,0,1,61,0.0,0.0,1,765,3,0,10,5,16,45,278,40,40,2,4,False,False,False,False,9900.0,0,1,0,0,0,0,1,0,1,0,0
20294,8,0,1,32,0.0,0.0,1,178,3,0,1,28,1,0,28,4,4,5,1,False,False,False,False,14400.0,0,1,0,0,0,0,0,0,1,0,0
6360,4,1,1,36,0.0,0.0,1,1007,4,0,11,29,5,0,333,48,48,1,4,False,False,False,False,10800.0,0,1,0,0,0,0,0,1,0,0,0
3988,6,0,1,57,0.0,0.0,1,128,3,0,10,12,2,30,285,41,41,2,4,False,False,False,False,19800.0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,1,20,0.0,0.0,0,0,1,1,8,2,23,0,214,31,31,1,3,False,False,False,False,3600.0,1,1,0,0,1,0,0,1,0,0,0
0,5,0,0,13,0.0,0.0,0,0,1,1,8,6,6,0,218,31,31,5,3,False,False,False,False,7200.0,1,0,0,1,1,0,0,1,0,0,0
2884,11,0,1,35,0.0,0.0,0,516,3,1,8,15,23,0,227,33,33,0,3,False,False,False,False,194400.0,1,1,0,0,0,0,0,1,0,0,0
3513,8,0,0,22,0.0,0.0,0,618,3,0,9,6,6,0,249,36,36,1,3,False,False,False,False,2644200.0,0,1,0,0,0,0,1,1,0,0,0
51,8,0,1,35,16.0,14.0,0,368,3,0,9,15,20,0,258,37,37,3,3,False,False,False,False,10800.0,0,1,0,0,0,0,0,1,0,0,0
9438,5,0,1,41,0.0,0.0,0,6,1,0,10,7,10,0,280,40,40,4,4,False,False,False,False,25200.0,0,1,0,0,0,0,0,1,0,0,0
712,5,0,1,45,8.0,0.0,1,469,3,0,10,15,6,0,288,41,41,5,4,False,False,False,False,212400.0,0,0,1,0,0,0,0,0,1,0,0
7661,5,1,1,39,11.0,12.0,0,160,3,0,9,22,23,0,265,38,38,3,3,False,False,False,False,86400.0,0,0,1,0,0,0,0,0,1,0,0
911,5,0,1,22,0.0,0.0,0,189,3,0,9,26,18,30,269,39,39,0,3,False,False,False,False,10800.0,0,1,0,0,0,0,1,1,0,0,0
8935,8,0,1,67,0.0,0.0,1,225,5,0,9,14,10,0,257,37,37,2,3,False,False,False,False,28800.0,0,0,1,0,0,0,0,0,1,0,0
6916,11,0,1,21,0.0,0.0,1,300,4,0,9,21,2,30,264,38,38,2,3,False,False,False,False,7200.0,0,1,0,0,0,0,1,0,1,0,0
845,10,0,1,43,0.0,0.0,1,3,1,0,10,7,0,0,280,40,40,4,4,False,False,False,False,10800.0,0,1,0,0,0,0,0,1,0,0,0
46,13,0,1,16,0.0,0.0,0,0,1,1,9,8,20,30,251,36,36,3,3,False,False,False,False,88200.0,0,1,0,0,0,0,0,1,0,0,0
712,8,0,1,43,0.0,0.0,1,694,3,0,10,12,20,15,285,41,41,2,4,False,False,False,False,10800.0,0,1,0,0,0,0,0,0,1,0,0
2437,8,1,1,74,16.0,0.0,1,719,3,0,10,14,23,0,287,41,41,4,4,False,False,False,False,14400.0,0,1,0,0,1,0,0,0,1,0,0
6084,0,0,1,23,0.0,0.0,1,480,3,0,9,29,4,0,272,39,39,3,3,False,False,False,False,10800.0,0,1,0,0,0,0,0,0,1,0,0
701,8,0,0,34,6.0,12.0,1,891,3,0,10,10,23,30,283,41,41,0,4,False,False,False,False,7200.0,0,0,1,0,0,0,0,1,0,0,0
2464,8,1,1,85,16.0,0.0,1,719,3,0,10,13,23,0,286,41,41,3,4,False,False,False,False,14400.0,0,1,0,0,1,0,0,0,1,0,0
3235,11,0,1,105,0.0,0.0,1,196,3,0,11,22,0,0,327,47,47,3,4,False,False,False,False,28800.0,0,1,0,0,0,0,0,0,1,0,0
2203,6,0,1,18,0.0,0.0,0,0,1,0,9,23,0,0,266,38,38,4,3,False,False,False,False,18000.0,0,1,0,0,0,0,0,1,0,0,0
0,5,0,1,53,30.0,0.0,1,51,1,0,9,11,1,0,254,36,36,6,3,False,False,False,False,108000.0,0,1,0,0,0,0,0,1,0,0,0
2218,11,0,1,71,48.0,0.0,1,1031,3,0,9,23,0,30,266,38,38,4,3,False,False,False,False,10800.0,0,1,0,0,0,0,1,1,0,0,0
1294,8,0,1,23,16.0,16.0,1,121,3,0,9,27,4,0,270,39,39,1,3,False,False,False,False,10800.0,0,1,0,0,0,0,0,1,0,0,0
612,0,0,1,35,23.0,9.0,1,1,3,0,10,19,1,30,292,42,42,2,4,False,False,False,False,25200.0,0,1,0,0,0,0,1,0,1,0,0
3854,8,0,1,29,29.0,0.0,1,0,3,0,10,29,3,0,302,43,43,5,4,False,False,False,False,183600.0,0,1,0,0,0,0,0,0,1,0,0
3085,11,0,1,42,0.0,0.0,1,0,1,0,11,2,6,0,306,44,44,2,4,False,False,False,False,14400.0,0,1,0,0,0,0,0,0,1,0,0
7125,11,0,1,103,0.0,0.0,1,481,4,0,10,24,4,30,297,43,43,0,4,False,False,False,False,10800.0,0,1,0,0,0,0,0,1,0,0,0
4193,11,0,1,68,0.0,0.0,1,103,4,0,12,15,5,30,349,50,50,3,4,False,False,False,False,95400.0,0,1,0,0,0,0,0,1,0,0,0
14121,8,0,1,48,5.0,6.0,0,309,3,0,10,17,16,0,290,42,42,0,4,False,False,False,False,5400.0,0,0,0,1,0,0,0,0,1,0,0
158,5,0,1,15,9.0,13.0,1,239,3,0,12,4,21,0,338,48,48,6,4,False,False,False,False,64800.00000000001,0,1,0,0,0,0,0,1,0,0,0
1410,8,0,1,31,0.0,8.0,1,1,1,0,10,13,20,0,286,41,41,3,4,False,False,False,False,3600.0,0,0,1,0,0,0,0,1,0,0,0
1172,11,0,1,15,20.0,14.0,1,47,3,0,11,2,3,0,306,44,44,2,4,False,False,False,False,7200.0,0,1,0,0,0,0,1,1,0,0,0
4570,8,0,1,40,0.0,0.0,1,151,3,0,11,22,22,0,326,47,47,1,4,False,False,False,False,14400.0,0,1,0,0,0,0,0,0,1,0,0
1436,4,0,1,24,0.0,0.0,1,36,3,0,11,25,6,0,329,47,47,4,4,False,False,False,False,5400.0,0,0,0,1,0,0,0,1,0,0,0
2960,5,0,1,46,0.0,0.0,1,49,3,0,1,13,7,0,13,2,2,4,1,False,False,False,False,10800.0,0,1,0,0,0,0,0,1,0,0,0
4379,8,0,1,86,0.0,0.0,1,497,1,0,1,24,20,0,24,4,4,1,1,False,False,False,False,9000.0,0,1,0,0,0,0,0,0,1,0,0
232,11,0,1,38,0.0,0.0,1,195,3,0,11,28,4,15,332,48,48,0,4,False,False,False,False,7200.0,0,0,1,0,0,0,0,0,1,0,0
5853,5,0,1,27,0.0,0.0,0,0,3,0,2,14,23,0,45,7,7,1,1,False,False,False,False,7200.0,0,0,0,1,0,0,0,0,1,0,0
5690,0,0,1,49,0.0,0.0,1,398,3,0,11,22,4,30,326,47,47,1,4,False,False,False,False,10800.0,0,1,0,0,0,0,1,0,1,0,0
1662,5,0,1,60,0.0,0.0,1,694,4,0,11,16,0,30,320,46,46,2,4,False,False,False,False,10800.0,0,1,0,0,0,0,0,1,0,0,0
2450,4,0,1,60,0.0,0.0,1,229,1,0,4,5,1,30,96,14,14,3,2,False,False,False,False,9000.0,0,1,0,0,0,0,0,1,0,0,0
1953,11,0,1,33,0.0,0.0,1,0,3,0,9,22,0,0,266,38,38,5,3,False,False,False,False,165600.0,0,1,0,0,0,0,0,1,0,0,0
3460,11,0,1,26,0.0,0.0,0,561,4,0,12,17,0,0,351,50,50,5,4,False,False,False,False,10800.0,0,1,0,0,0,0,0,1,0,0,0
8706,5,0,1,35,0.0,0.0,1,883,4,0,3,28,4,30,88,13,13,2,1,False,False,False,False,9900.0,0,1,0,0,0,0,0,1,0,0,0
1356,5,0,1,59,16.0,15.0,1,80,3,0,11,18,12,0,322,46,46,4,4,False,False,False,False,21600.0,0,1,0,0,0,0,0,1,0,0,0
2861,6,0,1,36,0.0,0.0,1,991,4,0,11,25,10,0,329,47,47,4,4,False,False,False,False,46800.0,0,1,0,0,0,0,0,1,0,0,0
2564,8,0,1,25,0.0,0.0,1,238,3,0,4,7,0,0,98,14,14,5,2,False,False,False,False,118800.00000000001,0,1,0,0,0,0,0,0,1,0,0
2420,5,0,1,16,14.0,8.0,0,488,3,0,1,10,16,0,10,2,2,1,1,False,False,False,False,1537200.0,0,0,0,1,0,0,1,1,0,0,0
690,5,0,1,91,0.0,0.0,1,0,1,0,12,16,9,0,350,50,50,4,4,False,False,False,False,21600.0,0,1,0,0,0,0,0,1,0,0,0
3809,11,0,1,56,0.0,0.0,1,455,1,0,4,25,21,30,115,17,17,3,2,False,False,False,False,19800.0,0,1,0,0,0,0,1,0,1,0,0
1139,8,0,0,26,0.0,0.0,0,1344,3,0,4,6,6,55,97,14,14,4,2,False,False,False,False,7858200.000000001,0,0,1,0,0,0,0,0,1,0,0
3177,6,1,1,31,20.0,0.0,1,1107,4,0,12,16,7,55,350,50,50,4,4,False,False,False,False,19500.0,0,1,0,0,0,0,0,1,0,0,0
1735,0,0,0,51,28.0,6.0,0,489,4,0,12,26,20,0,360,52,52,0,4,False,False,False,False,2329200.0,0,0,1,0,0,0,1,0,1,0,0
1109,11,0,1,60,0.0,0.0,1,54,1,0,1,30,5,0,30,5,5,0,1,False,False,False,False,10800.0,0,1,0,0,0,0,0,1,0,0,0
1060,5,0,1,55,0.0,0.0,1,298,3,0,1,26,14,0,26,4,4,3,1,False,False,False,False,32400.000000000004,0,0,1,0,0,0,0,0,1,0,0
0,0,0,1,14,0.0,0.0,0,0,1,1,12,20,2,0,354,51,51,1,4,False,False,False,False,7200.0,0,1,0,0,0,0,0,1,0,0,0
1635,5,0,1,17,0.0,0.0,1,5,3,0,2,7,20,30,38,6,6,1,1,False,False,False,False,10800.0,0,1,0,0,0,0,0,1,0,0,0
1706,5,0,1,17,0.0,0.0,1,5,3,0,2,21,20,30,52,8,8,1,1,False,False,False,False,10800.0,0,1,0,0,0,0,0,1,0,0,0
10874,6,0,1,36,0.0,0.0,1,98,4,0,1,6,12,0,6,1,1,4,1,False,False,False,False,25200.0,0,1,0,0,0,0,0,1,0,0,0
744,8,0,1,45,15.0,15.0,1,341,3,0,2,5,23,0,36,5,5,6,1,False,False,False,False,1485000.0,0,1,0,0,0,0,0,1,0,0,0
1954,11,0,1,34,27.0,11.0,1,264,3,0,10,25,19,0,299,43,43,3,4,False,False,False,False,7200.0,0,1,0,0,0,0,0,1,0,0,0
2141,8,0,1,20,9.0,9.0,1,1,1,0,1,10,4,0,10,2,2,1,1,False,False,False,False,5400.0,0,1,0,0,0,0,0,1,0,0,0
11545,11,0,1,29,0.0,14.0,1,103,1,0,4,6,0,0,97,14,14,4,2,False,False,False,False,165600.0,0,1,0,0,0,0,0,0,1,0,0
4489,11,1,1,36,16.0,13.0,1,703,4,0,1,15,4,30,15,2,2,6,1,False,False,False,False,9000.0,0,1,0,0,0,0,0,0,1,0,0
6349,5,0,1,73,0.0,0.0,0,196,3,0,2,7,21,30,38,6,6,1,1,False,False,False,False,19800.0,0,1,0,0,0,0,0,1,0,0,0
3358,8,0,0,22,48.0,0.0,1,402,3,0,3,30,5,0,90,13,13,4,1,False,False,False,False,95400.0,0,0,0,1,0,0,0,1,0,0,0
4496,0,0,1,28,0.0,0.0,1,0,5,0,4,12,0,0,103,15,15,3,2,False,False,False,False,205200.0,0,1,0,0,0,0,1,0,1,0,0
1939,5,1,1,135,0.0,0.0,0,599,4,0,5,12,0,0,133,19,19,5,2,False,False,False,False,10800.0,0,1,0,0,0,0,0,1,0,0,0
1939,8,0,0,27,0.0,0.0,1,537,3,0,2,1,4,0,32,5,5,2,1,True,False,False,False,7200.0,0,0,0,1,0,0,0,1,0,0,0
4579,6,0,1,49,0.0,0.0,1,155,1,0,1,21,7,50,21,3,3,5,1,False,False,False,False,6600.0,0,0,1,0,0,0,0,0,1,0,0
381,8,1,1,33,0.0,0.0,1,21,1,0,3,29,8,0,89,13,13,3,1,False,False,False,False,2379600.0,0,1,0,0,0,0,0,0,1,0,0
2509,4,0,1,45,15.0,15.0,1,777,3,0,2,10,5,0,41,6,6,4,1,False,False,False,False,9000.0,0,0,1,0,0,0,0,0,1,0,0
0,5,0,0,64,0.0,0.0,1,26,1,0,2,24,6,0,55,8,8,4,1,False,False,False,False,10800.0,0,1,0,0,0,0,0,1,0,0,0
381,6,0,1,36,0.0,0.0,0,20,3,0,3,8,0,0,68,10,10,3,1,False,False,False,False,10800.0,0,1,0,0,0,0,0,1,0,0,0
1326,6,0,1,18,0.0,0.0,1,604,4,0,4,26,8,0,117,17,17,3,2,False,False,False,False,18000.0,0,1,0,0,0,0,0,1,0,0,0
3311,0,0,0,38,9.0,9.0,1,101,3,0,3,1,23,0,61,9,9,3,1,True,False,False,False,14400.0,0,0,0,1,0,0,0,0,1,0,0
1332,8,0,1,42,0.0,0.0,1,391,1,0,9,26,4,0,270,39,39,2,3,False,False,False,False,7200.0,0,1,0,0,0,0,0,1,0,0,0
6291,0,0,1,86,0.0,0.0,1,954,3,0,4,21,21,30,112,16,16,5,2,False,False,False,False,12600.0,0,1,0,0,0,0,0,0,1,0,0
3226,4,0,1,22,0.0,0.0,1,19,3,0,3,4,9,30,64,9,9,6,1,False,False,False,False,92100.0,0,1,0,0,0,0,0,0,1,0,0
3327,6,0,1,55,13.0,12.0,1,110,3,0,3,28,2,30,88,13,13,2,1,False,False,False,False,3600.0,0,0,0,1,0,0,1,1,0,0,0
3275,8,0,1,54,0.0,0.0,1,77,4,0,4,5,22,0,96,14,14,3,2,False,False,False,False,14400.0,0,0,0,1,0,0,0,1,0,0,0
3226,5,0,1,65,9.0,10.0,1,179,3,0,6,13,7,0,165,24,24,2,2,False,False,False,False,14400.0,0,1,0,0,0,0,0,1,0,0,0
2669,8,0,1,38,0.0,0.0,1,1526,3,0,4,18,5,0,109,16,16,2,2,False,False,False,False,14400.0,0,1,0,0,0,0,1,0,1,0,0
3775,11,1,1,68,0.0,0.0,1,0,3,0,4,14,0,0,105,15,15,5,2,False,False,False,False,7200.0,0,0,0,1,0,0,0,1,0,0,0
6264,11,0,1,59,0.0,0.0,1,728,3,0,4,4,1,0,95,14,14,2,2,False,False,False,False,7200.0,0,1,0,0,0,0,1,1,0,0,0
2054,0,0,1,33,0.0,0.0,1,0,1,1,3,24,3,0,84,12,12,5,1,False,False,False,False,192600.0,1,1,0,0,0,0,0,1,0,0,0
532,8,0,1,35,0.0,0.0,1,0,3,0,8,3,6,0,216,31,31,4,3,False,False,False,False,25200.0,0,1,0,0,0,0,0,0,1,0,0
6963,11,0,1,39,17.0,16.0,0,380,3,0,5,16,6,0,137,20,20,2,2,False,False,False,False,16200.000000000002,0,1,0,0,0,0,1,1,0,0,0
22240,12,0,0,23,0.0,0.0,1,183,1,0,4,19,6,0,110,16,16,3,2,False,False,False,False,18000.0,0,0,0,1,0,0,0,1,0,0,0
4879,6,0,1,38,0.0,0.0,1,6,1,0,4,3,21,0,94,14,14,1,2,False,False,False,False,3600.0,0,0,1,0,0,0,0,1,0,0,0
2046,12,0,1,27,21.0,12.0,1,491,3,0,8,2,4,25,215,31,31,3,3,False,False,False,False,5100.0,0,1,0,0,0,0,0,0,1,0,0
6435,4,0,1,71,14.0,14.0,1,343,3,0,4,13,6,30,103,15,15,5,2,False,False,False,False,16200.000000000002,0,0,0,1,0,0,0,0,1,0,0
6413,5,0,1,61,0.0,0.0,1,178,3,0,4,20,9,0,111,16,16,4,2,False,False,False,False,14400.0,0,0,1,0,0,0,0,1,0,0,0
4022,5,0,1,21,0.0,0.0,1,0,3,0,4,11,20,0,102,15,15,2,2,False,False,False,False,7200.0,0,0,0,1,0,0,0,1,0,0,0
6830,8,0,1,35,0.0,0.0,0,282,1,0,4,18,9,0,109,16,16,2,2,False,False,False,False,23400.0,0,0,1,0,0,0,0,1,0,0,0
1447,8,0,1,56,40.0,16.0,1,334,3,0,10,5,23,0,279,40,40,4,4,False,False,False,False,7200.0,0,0,0,1,0,0,1,0,1,0,0
5808,5,0,1,59,0.0,0.0,1,774,4,0,5,22,18,30,143,21,21,1,2,False,False,False,False,5400.0,0,0,0,1,0,0,0,1,0,0,0
108,6,0,1,31,0.0,0.0,0,336,3,1,4,11,6,0,102,15,15,2,2,False,False,False,False,3600.0,0,1,0,0,0,0,0,1,0,0,0
2094,13,0,0,59,8.0,9.0,1,249,3,0,5,15,3,30,136,20,20,1,2,False,False,False,False,5400.0,0,0,1,0,0,0,0,0,1,0,0
132,5,0,0,66,0.0,0.0,1,87,3,0,5,15,23,0,136,20,20,1,2,False,False,False,False,25200.0,0,1,0,0,0,0,0,0,1,0,0
2287,8,1,1,20,10.0,12.0,1,974,4,0,10,22,0,0,296,43,43,0,4,False,False,False,False,32400.000000000004,0,0,0,1,0,0,0,0,1,0,0
1207,8,0,1,27,12.0,0.0,1,1120,4,0,5,10,23,30,131,19,19,3,2,False,False,False,False,9000.0,0,0,0,1,0,0,0,1,0,0,0
575,6,0,1,25,0.0,0.0,1,540,3,0,5,10,10,0,131,19,19,3,2,False,False,False,False,18000.0,0,0,1,0,0,0,0,1,0,0,0
0,6,0,0,21,0.0,0.0,0,303,3,0,6,6,5,30,158,23,23,2,2,False,False,False,False,3600.0,0,0,1,0,0,0,0,0,0,1,0
11474,6,0,1,48,0.0,0.0,1,0,1,0,6,21,5,0,173,25,25,3,2,False,False,False,False,15300.000000000002,0,1,0,0,0,0,1,1,0,0,0
0,6,1,1,42,0.0,0.0,1,594,4,0,6,20,3,0,172,25,25,2,2,False,False,False,False,28800.0,0,1,0,0,0,0,1,1,0,0,0
1393,11,0,1,71,0.0,0.0,1,110,1,0,5,23,7,0,144,21,21,2,2,False,False,False,False,12600.0,0,0,0,1,0,0,0,1,0,0,0
2420,11,1,1,54,20.0,0.0,1,364,3,0,8,30,6,0,242,35,35,4,3,False,False,False,False,18000.0,0,1,0,0,0,0,0,0,1,0,0
565,6,0,1,75,14.0,14.0,1,17,3,0,5,31,22,0,152,22,22,3,2,False,True,False,False,21600.0,0,0,0,1,0,0,1,0,1,0,0
202,6,0,0,9,14.0,12.0,1,16,3,0,6,28,6,45,180,26,26,3,2,False,False,False,False,5400.0,0,0,1,0,0,0,0,1,0,0,0
2896,12,0,1,20,14.0,15.0,1,1269,4,0,12,27,21,0,362,52,52,3,4,False,False,False,False,7200.0,0,0,0,1,0,0,0,1,0,0,0
888,6,0,1,44,0.0,0.0,1,122,3,0,8,15,20,0,228,33,33,2,3,False,False,False,False,360000.0,0,0,0,1,0,0,0,0,1,0,0
2428,8,0,0,11,0.0,0.0,1,166,3,0,6,17,23,0,169,24,24,6,2,False,False,False,False,2343600.0,0,0,0,1,0,0,1,0,1,0,0
2599,5,0,1,34,0.0,14.0,1,415,4,0,6,26,20,30,178,26,26,1,2,False,False,False,False,15300.000000000002,0,0,0,1,0,0,0,1,0,0,0
1143,8,0,1,64,45.0,0.0,0,19,3,0,11,1,20,0,306,44,44,3,4,True,False,False,False,3600.0,0,1,0,0,0,0,0,0,1,0,0
8229,11,0,1,22,20.0,4.0,1,1553,3,0,6,19,4,0,171,25,25,1,2,False,False,False,False,9000.0,0,0,0,1,0,0,0,1,0,0,0
1002,8,0,1,32,0.0,0.0,1,406,3,0,9,26,5,0,270,39,39,2,3,False,False,False,False,532800.0,0,1,0,0,0,0,0,1,0,0,0
3832,6,0,1,44,0.0,0.0,1,315,4,0,6,28,22,0,180,26,26,3,2,False,False,False,False,16200.000000000002,0,1,0,0,0,0,0,1,0,0,0
436,6,0,1,72,0.0,0.0,1,0,1,1,7,29,6,0,211,30,30,6,3,False,False,False,False,18000.0,1,1,0,0,0,0,0,1,0,0,0
7255,0,0,1,45,14.0,15.0,1,370,3,0,8,6,16,0,219,32,32,0,3,False,False,False,False,5400.0,0,1,0,0,0,0,0,0,1,0,0
130,11,0,1,56,0.0,0.0,1,470,4,0,6,17,4,0,169,24,24,6,2,False,False,False,False,9000.0,0,0,0,1,0,0,0,1,0,0,0
24431,5,0,1,74,9.0,12.0,1,1022,3,0,6,14,22,0,166,24,24,3,2,False,False,False,False,3600.0,0,0,0,1,0,0,1,0,1,0,0
434,11,0,1,92,0.0,0.0,1,0,103,0,10,4,21,0,278,40,40,3,4,False,False,False,False,18000.0,0,1,0,0,0,0,1,1,0,0,0
1199,4,0,1,73,47.0,0.0,1,0,3,0,8,29,5,0,242,35,35,2,3,False,False,False,False,14400.0,0,0,0,1,0,0,0,1,0,0,0
1083,8,0,0,57,0.0,0.0,1,704,1,0,8,28,6,0,241,35,35,1,3,False,False,False,False,54000.0,0,1,0,0,0,0,0,0,1,0,0
1470,0,0,1,55,0.0,0.0,0,1590,1,0,7,5,10,0,187,27,27,3,3,False,False,False,False,19800.0,0,1,0,0,0,0,0,0,1,0,0
2444,8,0,1,56,0.0,0.0,1,133,3,0,7,10,4,0,192,28,28,1,3,False,False,False,False,10800.0,0,0,0,1,0,0,0,0,1,0,0
2203,5,0,1,42,0.0,0.0,1,795,4,0,7,24,4,0,206,30,30,1,3,False,False,False,False,10800.0,0,1,0,0,0,0,0,1,0,0,0
1970,5,0,1,36,0.0,0.0,1,16,3,0,8,17,5,30,230,33,33,4,3,False,False,False,False,9000.0,0,0,0,1,0,0,0,1,0,0,0
6118,11,0,1,60,15.0,15.0,1,143,3,0,2,13,19,0,44,7,7,2,1,False,False,False,False,10800.0,0,1,0,0,0,0,0,0,1,0,0
2556,5,1,1,70,12.0,12.0,1,61,3,0,9,11,6,0,255,37,37,1,3,False,False,False,False,21600.0,0,0,0,1,0,0,0,0,1,0,0
239,0,0,1,20,0.0,0.0,1,0,3,1,7,5,5,0,187,27,27,3,3,False,False,False,False,32400.000000000004,0,1,0,0,0,0,0,1,0,0,0
2041,6,0,0,24,13.0,13.0,1,279,3,0,8,14,4,0,227,33,33,1,3,False,False,False,False,10800.0,0,0,1,0,0,0,0,1,0,0,0
1148,8,0,1,69,45.0,15.0,1,415,4,0,8,13,4,0,226,33,33,0,3,False,False,False,False,7200.0,0,0,0,1,0,0,1,1,0,0,0
3433,11,0,1,24,0.0,0.0,1,28,3,0,9,20,1,0,264,38,38,3,3,False,False,False,False,117000.00000000001,0,1,0,0,0,0,0,0,1,0,0
2431,12,0,1,39,0.0,0.0,0,0,1,0,8,2,3,0,215,31,31,3,3,False,False,False,False,25200.0,0,1,0,0,0,0,0,1,0,0,0
964,11,1,1,41,24.0,14.0,1,235,3,0,9,25,23,0,269,39,39,1,3,False,False,False,False,23400.0,0,0,0,1,0,0,1,1,0,0,0
511,8,0,0,29,0.0,0.0,1,5,1,1,9,20,23,0,264,38,38,3,3,False,False,False,False,21600.0,0,0,0,1,0,0,1,1,0,0,0
959,0,0,1,14,13.0,13.0,1,253,4,0,10,30,23,30,304,44,44,1,4,False,False,False,False,7200.0,0,0,0,1,0,0,0,1,0,0,0
271,0,0,1,21,0.0,0.0,1,189,3,0,8,24,23,0,237,34,34,4,3,False,False,False,False,10800.0,0,1,0,0,0,0,0,1,0,0,0
313,11,0,1,35,0.0,0.0,1,0,1,0,8,4,19,30,217,31,31,5,3,False,False,False,False,10800.0,0,1,0,0,0,0,0,1,0,0,0
414,6,0,1,13,0.0,0.0,1,7,1,1,7,21,10,0,203,29,29,5,3,False,False,False,False,18000.0,0,0,0,1,0,0,0,1,0,0,0
4471,8,0,1,38,9.0,9.0,1,1271,4,0,7,23,16,0,205,30,30,0,3,False,False,False,False,4500.0,0,0,0,1,0,0,0,1,0,0,0
5133,8,0,1,46,0.0,0.0,1,1904,3,0,8,15,4,0,228,33,33,2,3,False,False,False,False,5400.0,0,1,0,0,0,0,0,1,0,0,0
